class,review_title
1,"Ding-Dong, the witch is dead, and so is this book"
2,A great multi-tool
2,Beautiful and Moving
1,WHAT A DEAL! ITS A FRAUD!
2,It's Good
2,As a bodyworker
1,"Broad strokes about student life, not really about the freshman year"
1,"I am a faithfull Mccaffrey reader, but this book is awful."
2,Good Quality and Convenient
1,Dont waste your money
2,just what we were looking for
2,card magnifier
1,breaks too easily
1,A big disappointment after the brilliance of A Star Called
2,Boiled Organic Free Range EThical Eggs an ongoing part of our diet...
1,I suppose if you're just looking for fuel ...
1,The horror! The horror....
2,Godzilla - Final Wars
2,An excellent collection of live Performances from Mary J. Blige!!!
2,pedal car
1,"Lies,Lies. Lies"
2,The soul of Klezmer
2,Capa-Ta
2,Egg/pancake ring
2,"From the ""mainstream"" sound too the more ""deep"" and timeless"
1,Disney still needs to fire some people
2,Great page turner although I listened to it by Simon Vance
2,The Kindle is awesome!
2,Great!
1,BAD EXPERIENCE!! :(
2,Great product
1,I hated it
2,Does what it's supposed to
1,It blew my amp?
2,Correction on author -- was Cohen's girlfriend Rosalind
1,Don't Waste Your Money
1,Complete?
2,A beautiful introduction
2,Floor puzzle for a three-year-old
2,One of my favourite martial arts books of recent times!
2,Saving the Jews - Great Book!
2,A 50's classic!
2,What an ending
1,DVD and CD problems
2,"Nice for bellydancers, bellydancer wannabes, or anyone who wants an easy low-impact workout!"
2,Nice to listen to when I feel bluesy
2,lonely men
2,World War I
1,Too small for Credit Cards
2,Pretty good product
1,Not Rugged
1,Grinds well until it breaks . . .
1,Expensive Junk
1,Plaque Town
1,Serious problem with this documentary
2,DVD information didn't play
2,Great!!!!!!!!!!!!!!!!!!!
2,Good story
2,OpticFilm 7200i
2,EXCELLENT DVD
2,big chaka fan
1,Don't bother
2,Great!
1,"Swing, and a miss"
1,Left me speechless
1,Tony hawks underground
1,Bad! Bad! BAD!
2,AMAZING!!!
1,SLEEPY HEAD
2,"Speedy, aromatic wake up"
1,"Overwritten, sexist and dull"
2,Academic but excellent
1,Big Minus
1,It's nice to not have a noisy monitor...when it's not beeping at me!
1,Skip It
1,Historical garbage we have to know.
2,We use these for EVERYTHING! but not for diapers
2,Brockden Brown's Twisted Imagination
1,It was okay
2,Great Condition - Wonderful Book
2,This is a great idea! But need more sizes
1,Biggest disappointment yet!
2,What can I say?
1,Blank Dvd
2,Stupefying!!
1,Crow Lake
2,Why not NTSC?
2,"Holds tools, rolls up, just like it says."
1,DO NOT BUY THIS PRODUCT...THE ORIGINAL MUSIC IS MISSING!
1,Simplistic
2,Great overview!
2,Great Fun; Good Workout
1,OFFENSIVE TO THE MAX!!!
2,Amazingly easy and effective way to approach the market
1,Shippped Cart. that dosn't work
2,Good book. Easy to read
1,Imports are silly/don't buy it.
1,It's gonna get better - how could it get worse?
1,yet another successful cloning
2,Speed thrash supreme
1,nude yoga review
2,Star Trek Legacy XBox 360
1,Doesn't do the job
2,The best cold pack I've found so far
2,excellent solid storytelling
2,Incredible show
1,not a remix
1,Didn't Last
2,"I know it's not out yet, but..."
2,Hidden Prey
2,My son is loving it
1,Melted in the sun
2,Excellent Book
2,If you want to learn SQL--buy this book!
1,Gilmour Timer Model No. 9200 Water Timer
2,Hard to put together
2,Normal Happiness
1,Buyer Beware!
2,Great buy
1,Marketing strategy to outsell The Rules
2,memmories galore
2,Ip Telephony
2,Jonestown: An failed experiment in socialism
1,Video Didnt play
1,terrible idea
2,Fun to Sweat
2,Very good book!!
1,Almost perfect
1,Another Dead Optima
2,A Fine Overview...
2,Interesting on a number of levels
1,What happened?
1,Made promises; Didn't deliver
2,SURPRISINGLY FRESH
1,Could be better
1,Class action in the making!
1,e-book is not the full book
1,terrible
2,Awesome game
2,One word: EXCELLENT!!!
1,Excellent scanner
1,Facts and fiction
1,Concerned about BPA avoid Samurai Spirit from Amazon
1,too much hassle
1,Doesn't fit Extra large luxury thermarest
2,The Big Bang Theory: The Complete First Season
2,No more knee pain has food for thought
2,This music is unknown and terrific
2,Perfect!
2,A really helpful book
1,"SAP FICO Interview Questions, Answers, and Explanations: SAP FICO Certification Review"
2,Great price for the size!
1,Makes my stomach hurt!
1,"Great Imagery, Very Lacking Stories"
1,Incredibly disappointing
1,Star of David Pewter Cuff Bracelet
2,Very Pretty Bowls
1,A giant leap backwards for mankind
2,great price
2,!!!!THE BEST CONSOLE OF ALL THE TIMES!!!!!
1,Hey Courtney...
1,caused more neck pain
2,Mountain
1,"DO NOT, Repeat DO NOT BUY THIS!"
2,microfiber bikini panties
2,Power rock!
2,"Read the book ""good mormons"" aren't allowed to read!"
2,Unstable text?
2,"An Encyclopedia, best used as a cross reference."
1,"The Elohim,Selfish beings!..."
1,Extremely funny
2,Could not put it down
2,Solid Rock Worship Album
2,Not what I was expecting...
2,"Superb Author, Another Wonderful Book"
1,...
2,Great book
2,Fabian Salas is the Best!
2,Great gift for your child or someone else's
2,CD Order - Treasury of Memories by J D Sumner
1,Even AIM-bots know this is a bad idea.
1,Smoke Jumper Nicholas Evens
2,Disney did it again!!
2,"An exciting complex book, one of many great SVU's."
2,Rammstein Perfection
2,Great product and great value
2,A wonderful journey
1,Good when it works.
2,"Works fine, pops out easily"
2,Ancient Rome brought to life
2,An Essential
1,Mine was and still is a dud.
2,Dead-simple to use
1,Highly Dissapointed!
1,Orchard Fresh Gifts Since 1942?
2,they were one of the best
1,"what a terrible, terrible disappointment"
1,stay away!!!
1,Horrible
1,Ouch
1,Pretty
2,WOW!
1,Another middle of the road pop singer from the 50's
1,awful
1,Terrible
1,Not good enough
2,Great Book!
1,Sensible insensibilities
1,Feel cheated again
2,Just a Great Product
2,"Harry Potter and the Deathly Hallows,2"
2,One of the great movie scores ever released.
2,"""A must buy""!"
1,Trash and more trash
1,Swinging and Swearing Don't Mix
1,this is the worst
1,Totally disappointed
1,Very disappointing
2,"Ten Years Later, Still the Best Advice"
1,Sly New Age Book
1,Complete disappointment!
1,good but nothing like the idw comic book
1,Poor quality
2,great
2,dynasty
1,THE FRUIT OF PUBLISHERS' STAMPEDE TO PRINT IRAQ BLOGS
2,A dead earth
1,Better films out there
1,Did not help allergies.
1,Such a joke it even shows up on Fark
1,Unhappy
1,OK review of ice cream cookbook
2,Chaka is on Fire!
1,Needing polish
2,Pretty good!
1,"Unbreakable, yet it broke!"
2,"Keep It Live "" JOE """
2,Great book for opening strategy
2,Great diaper bag for dad!
1,Born in East LA DVD
2,Dear Mr. Henshaw by a 9 year old reviewer
1,never again
2,Amazing product
2,Works for me
1,Thumbs down!
1,i just dont get it
1,Inaccurate Test
2,Raw Revolution Hazelnut Cashew
1,"One Step Forward, Two Steps Back"
1,Weems & Plath Barometer
2,Great stroller!
1,Flawed speakerphone design
1,Worst razor
1,This plum has no flavor
2,There is a reason it's not at your Home Depot or Lowes
2,Colin Hay is a lyrical musical genius.
2,One for the songs and not the score!!
2,so far so good
2,Good movie
2,The best anime ever
1,Bottom of the barrel
1,under cabinet tv
2,Justice for The New Frontier
1,A Difficult read
1,"Garbage, don't buy"
1,A waste of paper
2,Crime DOES pay...
1,"""I WAS FORCED TO READ THIS BOOK AT GUNPOINT BY FAN-BOY TERRORISTS!"""
2,Little sparkling gems!
2,My Favorite Book on Astrology
2,"If you've ever wondered how time works, buy this"
1,Bad
2,Great for Boat Doors!
2,Wonderful!
1,Just like Suzanne's Diary...
2,Totally Crazy Ride!
1,Crying Nightmare not worth this
2,Egg cooker
1,DaVinci or Monty Python?
1,No good
1,Doesn't always work
2,Works Great
1,Not all that
2,The quintessential guide to interior design. It's nifty!
1,Misses the Mark
2,These are the way to go!
2,Artistic Integrity
2,"great product, highly recommend"
1,to long
1,Where'd That Great Show Go
2,Podcast Perfect
2,fun.
1,Not simply Green Tea
2,My grandpa raves
1,They Finally Went Over The Top!
1,No more Moby...Please!
1,Why? Why Was it Even Released In Theater?
1,I understand this is fiction...
1,"Review for ""Jaguar"""
1,Short handles!
2,Great cover
1,Quality recording....of BAD music
2,"A teacher's ""must"" read"
2,Great Purchase!
2,panasonic RP-HT 227 folding Monitor headphones with XBS extra bass sytsem
1,Illusion of Usefulness
1,Authors should be sued
1,Why?
2,Rock n' Blues Harmonica rocks!!
1,iquest
2,An Innovative Game For All Ages!
1,Coming down fast
2,Excellent Study
1,nothing special
1,why?!
1,Slow and Hard to Read
1,Disappointing compared to her fantastic other books
2,A Book I'll Never Forget
2,Love it
2,OMG
1,Not the original
1,DISGUSTING!!!
1,Send your complaints to Warner Home Video
1,FAKE!!!!!!!!!!!!!!!
1,This machine is bad
1,"while I am studing this ebook, it stopped working,they told me it is expired,they never told me it is good for few months????"
1,Slight Let-down
2,"rich lotion, same price at Walmart"
1,3 Months and Already Out Of Print????
2,Yours Aiden
1,cheap and dull
1,What a Disappointment!
2,Yummy
2,A Legendary Performance
1,Could Have Been A Good Short Story
2,A must to have for every MFC developer
2,Doesn't do it justice
1,Not happy with this one!
1,A classic ruined
2,Not just for Canadians!
2,This book will get you back into the kitchen again and away from fast food!
1,Boring Shutterbug
1,"Heartbreaking, but realistic story of a competitive Pointer kennel."
2,Sony DVPNS55P/B Single Disc DVD Player
1,Narrow width it is not
1,Garbage from beginning to end
1,This razor
2,Just as I remembered
2,Great intro to Design in the Universe
2,Huge improvements in invoice/statement output
2,Amazingly beautiful!
2,My life stood still until I finished reading this book
2,Foam pad review
1,Absolutely horrible!
2,Amazing
1,Serious Dissapointment
1,Too much theological BS
2,On with the show!!
2,great for the price
2,Not just for Women
2,Good Basic Computer for Mountain Bike
2,high society
2,psychic kids
2,7 stars
2,Great Fun
2,Perfect for hands-on people
2,"Cosmic, as in ""out there"". Really!!!! But it's great......."
1,Horrible
2,The Prophecy is great!
2,Great journal!
1,3 uses and the outer trusses tore
2,A unique and riveting glimpse inside the executive suite
2,One of my all time favorites
1,Must have a defective unit.
2,I've got the ice in me.
2,LOVE
1,It's a one star because they do not have negative stars
2,"Funny, but the plot doesn't live up to being Death."
2,Purgase of Loving Care
2,Exactly what's advertised.
2,Great book!
1,Don't waste your money or time.
1,Not Nearly As Good As Prior Books In Series
2,Boy Have Sergers Come a Long Way
1,chips easily
1,"The item never arrived, and emails to Mowtownusa went unanswered."
2,LIFE CHANGING BOOK
2,Blessings
2,Great 'Mobile Desktop'!
2,Happy with this purchase
2,Homedics BKK-100 Massager... Stopped Working!
1,"HORRIBLE GUN.. Breaks easily, doesnt fire."
1,"Needed repair right out of the box, needed more after one use"
2,Extras that make a difference
2,Very satisfied
1,Four-pointed flakes??
1,Disappointed
1,Review Questions for MRI
2,Captivating book for youngsters and oldsters
1,I really wanted to like this book
1,Didn't Work For Me.
1,Capitol Kills The Golden Goose Time After Time
1,Disappointing
2,Styx
2,Everyone needs one.
2,Freed up floor space in my closet.
1,What a rip off!
1,1 Star for software form not the Movie
1,Was great until...
2,"good product, but not durable"
2,Fantastic Product
2,"Fun game, despite the wait."
1,STABBING PAIN
1,Good if you know how to use it
1,It doesn't work
1,Hate it
2,www.sportofdistraction.com
2,Must reading
1,Disney 3D Magic Artist isn't all it's Cracked up to be
2,satisfactory purchase
2,Irresistable Children's Breastfeeding Book!
2,"Hearthstone ""Tumeric"" yellow by Corelle"
2,Does a great job.
2,Exactly what I expected
1,J LO blahh blahh blahh
2,talent shines through..........
1,Faith- You Bombed
2,Great UML Book
1,Not good
1,Bad deal
1,You may need to modify the table to get sturdy legs
1,WARNING: this is NOT the graphic novel!!
2,Looks cheap.... but is very sharp and highly effective
2,Classic Ian Tyson
1,"thank you, duh!"
1,poor
1,very disappointed
2,Great Album
2,Nothing but Excellent
2,"A Brilliant, Savage Interpretation Of Stravinsky's Rite"
1,picture of hat looks different then product.
2,Very inspirational. I cry everytime I hear Testify the Love.
1,I don't think nephew ever played with it.
2,Excellent for the novice or for the expert.
2,Rammstein Rocks
2,Loved it
2,Good except for the remote
2,Listen to sounds of Nature
2,Dyson DC07 Cyclone Vacuum - the PERFECT PURPLE Vacuum
1,
2,Plastic costume
1,"decent, but ""too far to care"" is much, much better"
1,The box cover is the sexiest part of this video!
2,I love Plaza Sesamo
1,BEST ALBUM EVER.
1,Completely Useless
1,I will never purchase from this co. again
2,Necessity
1,don't believe the 5-star reviews
2,One of the Best Movies I've Seen!
2,Great price for small measurements
1,Not as helpful as I would have hoped
1,The worst ever
2,Grace intrumental CD
2,Misfits!
1,Surely you jest....
1,Terrible!!!!
1,I was disappointed...
2,excellent moisturizer
1,junk
1,1 pair?
1,tie down velcro straps
1,A disappointment
2,Love!
1,Man this was bad....
1,Not a winning combination
2,I WISH every man felt this way...
1,Like new they say... right!
1,Mildly amusing
1,Boring
2,Love
2,Good work!
2,Dead of Winter
1,Disappointing
1,It's coming in Oct. Why does it seem so long?
1,"Iomega disks, what a joke..."
1,SAY WHAT?????
2,An inside look at this wonderfully harsh province.
2,Coffee the old-fashhioned way
2,Meeting the challenges of the New Economy.
2,An absolute must for every cat lover out there!
2,Thule works
1,blah
1,This headphones do not sound good at all
1,Not an interesting or a well writen book...I'm sorry.
1,"What it is, is not what you think it is"
1,First effort as a director fails miserably
2,a kids review
2,Good value but no widescreen???
1,INFINITE NEGATIVE STARS! THIS GUY IS HITLER INCARNATE!
2,good book
2,cool
1,Dead
2,Most stimulating and provocative book written in years.
2,Habit-forming and original
1,Impossible latch
1,a broken circle
2,Fantastic stand!
1,Save Your Money
2,great film
1,Very few funny scenes. Completely nonsense.
2,Robert Wade's Waterolour Workshop Workbook
2,best of mojo hand
1,Not funny
1,Just Awful
2,An inspiring and emotional account of courage and miracles
2,A Thinking Man's Thriller
1,Three computers and it still does not work
2,"great, imaginative, thought provoking, really enjoyed it."
2,Discover magazine rocks!
1,Gave me the cramps
2,fast service
1,Not as good as this Amazon rating suggests...
1,Together we're Worse
1,Not as advertised and poor quality
2,The Path Of Colors
1,FRONTLINE let me down
1,Not a good text to learn IC design and fabrication.
2,Sometimes basic is best
1,Not worth it
1,Inferior Construction
1,poor quality
2,It's awesome
2,Water glasses add elegance to your table
1,Polished . . but absurd
1,Misleading mAh
2,"Interesting recipes, great herbal info"
2,This is a wonderful book!
2,What a surprise!!
2,Multi purpose CD
1,Family Film? No WAY!!!
2,Previous Review is innaccurate
1,Amazon.com's delayed my shipment four times
1,orbit sugarfree gum
1,A poor use of DVD; a poor print of a primarily visual movie
2,Awesome
2,Memorial Day
2,Live
2,Acceptable.
1,Great product... but wrong color
2,SUPERB!
1,Worked for one road trip... :(
2,Ron G.
2,Lord of Scoundrels...Wickedly Villainous Passion!
2,Great CD.
1,This movie is an insult to the image portrayed by the book.
2,the new Vault Series DVD R is a dazzling print!!
2,Wonderful guest speaker fabulous book recommend it to all!
2,The Stand
2,Adobe could still improve
2,Unusual use
1,Very bad first book
2,Very heartwarming
2,Best light action rod
2,Parent Talk
1,Library of Congress Collection: Afro-American Blues and Game
1,For high school graduates
1,Size too small!
2,Very good product.
1,Almost blew up my houses
1,You get what you pay for.
2,"Feels good, smells not that good"
2,Beautiful love story
1,I don't get it.
2,Easy to Use
1,It's not like new it's took bad
1,rambling and vague
2,"B.C. Weatherford,Tx."
1,"died after 1.5 years of use, is this normal?"
1,False Title
2,Dark Shadows Bloopers
1,Lacking in longevity
2,Read this book
1,DONT WASTE YOUR MONEY
1,Billy Blanks Taebo Gold
1,Don't buy this product!
1,DO NOT GET!
1,B & D Burn-It-All Deluxe
2,An excellent book on Java Certification
2,Sweet CD!!!!!!!!
2,GREAT resource!
1,Not White
2,Lee's...
1,DOA
2,Beautiful and diverse early Portuguese music
2,Recommened reading for city slickers
1,Nice try
2,really entertaining film
2,Watchers on the Hill
1,A throwaway item
2,It's The Brick
2,Awesome Grip!!
1,2pac Thug Immortalz
1,read another of Michaels' books instead
2,Excellent!
2,Good enough
1,utterly forgettable
1,Not worth it.
2,Funny fresh and makes you wish the book longer
2,AWESOME -- TOTALLY ENTERTAINING!!!!!!!!!
2,Perfect for drought conditions
2,Good purchase and good service
1,Good product-bad book
2,must have
2,Crypt Keeper
1,Not for younger children
2,Good read
1,It's ok
1,Worthless seasoning and GRITTY cooking surface
1,Not unless your a total fan
1,PETA approved
2,The Creative Wedding Idea Book
2,Time to Sleep? Nah.
1,Does not make Latte!!
2,The best movie in years!!!!
1,Waste of money
1,"Blah, blah, blah...heard it before!"
2,Many Different Perspectives from Paul McCartney
2,The Slawter
1,Extension Phone Ringer
1,Disappointing
2,A must read!
1,Terrible sound
2,Great performance in an oddly-focussed movie
2,Master Lighting Guide
1,Bleh
2,CHARLIE CHAPLIN: SHORT COMEDY CLASSICS
1,I have to say that the Spirit did not move me...
2,"Someone said the best of 99, i say the best of the century"
1,It's a lot like watching television
2,Awesome house!
2,Flight Simulator X
1,WHAT? Who Published this junk
2,Actually a toy for a puppy
1,"digital production, poor quality"
2,Laugh-filled Loveless
1,Gimmicky
1,One of her worst!
2,Oak jewellery armoire
1,Does not charge
2,No pain with device
2,Nice dryer
2,Great Intellectual
2,Guacarrock Genius
2,Book 4 of a huge plot.
1,Not what I expected
1,Absurd
2,item as described
1,nu-metal garbage
1,"Same 'Overload"" problem as XS 1500"
2,Loved the book but had it under another title
2,"Thoughtful, spacious electric & acoustic guitar composition."
2,"I like him, I like it"
2,very very good!!
2,Great little log book
1,Preaches Christanity and bad workbook design... more of the same - like the book.
2,"Great product, just one warning"
1,disappointed
2,pearl jam last kiss great
1,"The Low GI Diet Cookbook: 100 Simple,"
2,Amazed at how beautiful this is!
1,This book kind of sucked
1,Oh! The pain!
1,Save Your Money - Don't Buy this Phone!!
2,Spectacular
2,Just what I was looking for.
2,It is what it says on the tin
1,One of the most boring books I've ever read
1,"Started strong, lost interest half way through"
1,Don't Bother!
2,Classical Christmas
2,"Sisters as Friends, Friends as Sisters"
2,"A formal, prim and honest love story."
2,Excellent Tape
1,Sturdy non-functional pile of junk.
1,"No vibe, no soul"
1,It was the worst of times
2,Vigoda (reviewer) got it right!
2,Pullen's Genius
2,Great Book!
1,Bad Quality
1,Badly out of date
2,"Talent, Integrity, Exciting"
1,not what we wanted
2,"Great, educational toy...but..."
2,Short & to the point.
2,Practical and hands-on
1,Worst Vacuum I've ever owned
1,A piece of crap.
1,My least favorite Connie Willis book
2,worked out of the box
2,Order was cancelled
2,Very very good book to start
1,DON'T BE FOOLED!
1,EWW!
1,Bosch/Skil charger problems
2,Just as described and shipped promptly
2,Great bass
1,Does not fit my mini
1,Worse than one star.
2,One of the top form of Choral Music
2,Wonderful!
1,Sent wrong item.
1,Bad fit for Demi Moore
1,Spend the Extra Money On A Different Compilation
1,I Wish I Could Get My Curly Classics To Play
1,EXTREMELY BAD!!!!
1,very poorly written
2,Serious and scholarly book
2,"Good pictures, short battery life"
1,"worthless , waste of money"
2,It seems to work...
1,Poor Quality on the Glaze
1,Not quite worthless
1,Not the right product; exchanging it difficult
1,Don't Purchase !
2,Perks of Being a Movie
2,Highly recommended
1,"HORRIBLE recording, a disaster really"
2,THEY FINALLY GOT IT RIGHT!
2,Diana Palmer at her best!
2,awesome cd
1,Nope...
2,Italian modern rocker meets icon
2,The Spetznaz Would Be Proud
1,"My God, this book is horrible"
1,Just Average.
1,Mountain Survivor's Guide
2,Does a great job!
1,"BRATZ ROCK THE WORLD, MY SCENE SUK"
2,A must have chopping board
2,My 15 month old's favorite
1,Misplaced anger
1,When will they learn
1,"Good movies, but substandard quality"
1,Angel Wars: The Messenger
1,Too basic
1,I had no other choice but to read this book.
1,"I love a mystery, but not this one"
1,Hungarian? Cookbook?
1,"No Hoop, hardware"
1,Extremely boring account of boring people
1,how to be an oi band
2,So much fun for me and for my 3 year old.
1,Poorly made.
1,A familiar-sounding song from the an overrated artist
2,great book!
1,"very thin, lightweight fabric"
2,Best Gioconda on DVD or VHS
1,Beware of this product
2,third one is the charm
2,Replacement blades at a reasonable price
2,fantastic!
2,EYE OPENING!
2,A Night of Worship
1,Is it just my dog or what?
1,Desperate
2,Great Sleeves for a Cheap Price!
2,Invaders from Mars
2,Excellent Mouse
2,Exercise
2,Went to High School in the 80's? Get this
1,Kindle Version Unusable
2,Blending Harvard and out-of-body experiences
2,Normal person
1,Not worth the pages it's printed on!
1,robuster
1,"Boring, sappy, an insult to the original"
2,Insightful Journey
1,A Consistent Failure
2,almost perfect
2,A True Classic
2,MM...HIP HOP
2,A workout CLASSIC!
1,No thanks...
2,Poison Ivy / Poison Ivy 2 - Lily / Poison Ivy - The New Seduction
1,Experiment in Terror by Schifrin is a Bore!
1,An awful snob in Venice
2,EXTREMELY FUN AND CUTE
2,A perfect CD for Massage
1,screwed by factory reconditioned magellan gps
2,Works great!
1,Disappointed at just one version
1,NEXT Please
2,"Best since the ""Poet"""
2,WOW!
2,Excellent Work
1,I considered it worthless
2,Good
1,Try it before you buy it.
2,Living After Death...
1,Not up to par.
2,"Just one more thing: Thanks, Universal"
1,Took 2 days....
2,formidable
2,Have Reel Will Mow!
2,A wonderful end to the collection
1,outstanding
1,Does not work at all
2,Grab this one!
2,Best movie ever made of a Dickens Novel
2,Great Deal and very practical
2,simple and effective filter
2,Life...transforming!
1,"Magnets Not Strong Enough, Slides When Towels Pulled Off"
2,This is what you're looking for
2,Attention grabber--you won't put it down
1,Not for any sort of activity
1,Not what I expected
1,Author doesn't know how to write
1,Buy a copy of Playboy instead of this book.
1,Not impressed
1,"Um, lol"
2,Helpful Information.
2,An Over Priced Classic
2,"Better than vegetables, not as good as chocolate.."
1,Misty and Reesy are BACK and BETTER than ever...
2,Your basic no-frills thermometer/clock
1,Not satisfied
1,"Depressing, couldn't even finish it"
1,Not good for people already in shape
1,"Oh, come on. Who cares?"
1,It doesn't go straight to the point
1,windchaser
1,Maybe the 4th edition will correct all the mistakes.
2,This song brought BNL to my attention
2,"Mysteries, puzzles and codes for educated people"
1,So so
2,Lazy days are here again
1,Print quality is horrible.
2,Love it!
1,"Great movie, terrible blu ray (am I the only one bothered by the blue line?)"
2,Loved it!
1,Terrible Product
1,Horrible!
1,"Guys, are you deaf? C'mon, be true!"
2,Good but heavy architectural review
1,cellphone battery
2,A High Five Porter -A Work of Pure Art
1,My least favorite Swedish Beauty lotion
2,A good read
2,A nice little rock-n-roll CD that actually rocks.
1,Avoid the Frustration
2,What started it all . . .
2,Reggae-influenced jamming funked-out jazzy rock!!
2,Excellent tool!
1,Protest With Your Wallet
1,Seriously flawed
1,Not Interesting
1,By far the worst toybiz marvel legends product
2,Extra minerals you need with osteopenia
2,Very Vivid!
1,Do not even bother
2,Adapter
2,super bag
2,"Great, great, great!!"
1,Too damn hard.
2,Value and Convenient
2,Great for 2 People
1,Poor workmanship
1,Find the old model if you can . . . .
2,Must have booster/high chair!!
2,Awesome
1,Very disappointing thermometer from Amazon
2,That Special Feeling....
1,Terrible drive that will crash and lose your files repeatedly
1,Doesn't stay put
1,"Nice features, poor implementation"
1,Didn't get cover art on my Kindle
1,I wouldn't recommend
1,"Arcane, overpriced parts with vague descriptions needed. ""Information Limited"""
2,GET IF YOU ARE A FAN OF NO LIMIT RECORDS
1,Disappointing
1,Less than expected
1,Does not work for me
1,Terrible Quality
2,Good Version for Children - and Adults too
2,Panasonic Pore Cleanser works well
1,Aesthetically Pleasing
2,What a great tool
2,THONG SONG DA BOMB
1,"Same music as 18 years ago, different soul, different budget"
2,Great PDA for the price
1,Defective
1,Limited efficacy
2,The Kobayashi Report
2,movie
1,Hated it
1,Too simplistic and PC
2,A great story. (easy to listen to in the car)
2,Ghost Whisperer Season
2,Great Book Highly Recomended
1,"Nice weekly format, but negative and worrisome"
2,very nice!
1,DO NOT BUY FOR YOUR KIDS!
2,Great Loppers But...
2,Very Nice!
1,Image backwards left-to-right
1,poor state on delivery
1,Where's Florida
2,What a treat!
1,This would have been better as a magazine article instead of a book
1,L-O-N-G
1,Useless product
2,"Quirky, Funny, Great Family Entertainment"
1,Terrible - Tells you how to be good patient only
2,found what he's been looking for forever!
2,The Nicol-Pegg-Allcock-Sanders-Mattacks line-up in good form
1,"eastwood great as always, everything else.....eh"
2,Still a great one...
2,Must have item!!!
1,Patagonia: At the Bottom of the World
2,My personal apreciation and opinion
2,Discover for yourself. . .
2,A good read
2,Amazing Julia Child!
1,Smelly gloves
2,Strong story and research carry mediocre narration
1,Product was dry
2,sexual obsession and murder
2,Excellent outdoor clock!
2,Great
2,Annual Ansel - They're The Best
2,The navigator works fine.
2,Nice
1,Broke after a couple months
1,Disappointing
2,New Upcoming Artist.
1,A gathering of old men
1,not helpful
2,Just as i remembered it
1,horrible
1,Upset
1,"Okay, but not great"
2,A wonderful book for children and adults
1,Works only for a few months - design issue
1,POINTLESS!
1,...just plain mediocre
2,I love it
1,Don't waste Your Time..
2,A NEW HOLIDAY CLASSIC!
2,princess in disguise
2,NICE TOOOL
2,Perfect size for smaller projects
2,Makes Me Wanna Shout!!!
1,Magical Boredom
1,Warranty Deception
1,NOT HAPPY.
2,This book is a must read for anyone
2,cute movie
2,a gem of a lens
1,Mine leaks
2,I highly recommend this book!
1,blow by blow is still boring
1,HORRIBLY SUGARY SWEET!!!
2,Great hair cutting kit!
2,More than a wine stopper
2,Best Movie No One Has Ever Seen
1,Why
2,Good... Bad... I'm the guy with the gun.
1,Toy not as pictured - Not worth the money
1,Check to see if you can pick up HDTV in your area
2,SUPERIOR HORROR REMAKE!!
2,TCC TC-715 Stereo Source selector
1,unbelievably downright laughable
1,If i could i would give less stars
2,Bridesmaids
1,I guess if you like Trouble...
1,Lets get it straight
2,seem to work
2,Design
1,Didn't work for me....
2,Best kept secret and most useful recovery book on the market
1,Absolutely HORRIFIC!
2,Planning comes of age?
2,Cool flames
1,"Good Quick Read, but wait till paperback or library"
1,Primitive.
1,Disappointed
2,Good product
2,Levi's Mens 514 Blue Collar Jean
1,Piece of crap!
1,Pretty Pathethic Zombie Movie
2,Velbon tripods are the BEST on the market.
1,not a good value
1,One good thing about this item...I didn't pay full price
2,The only 'Diet' Book you will ever need to TRANSFORM your life!
2,Awsome little knife.
2,GREAT LITTLE OVEN
2,This is a good Phone
2,Eye opening experience
1,Apple always the best (FOR MAKING MONEY)
2,Great speakers for the price
1,Useless.
1,Horrible!
1,Buyer beware - great concept with terrible reliability.
1,Back to basics.
2,Absolutely EPIC!!!!
1,A Buggy Mess
1,Interesting
1,Not the best jigsaw
2,A Walk Down Memory Lane
1,Just a big stinking let down.
2,Great book for any wood carver or sculptor
2,You'll never read a novel so fast as this! Simply Perfection
2,It was worth it for any Sci Fi fan.
2,You WILL fall in love with this... but be warned
2,Full of Twists and Turns
1,Terrible Re-recording
2,More Than worth it.
2,Fill in the gaps
1,What on EARTH??
1,Not bad.
1,The Oregon Trail %th Edition
1,Chinese only
2,Second Time Around
1,Eject this show out the airlock
2,Good Hose!
2,Mr.
2,Love it - refreshing and relaxing - one of the best!
1,When are you going to send it to me?
1,Too Low in Protein
1,Not a book for those who want to learn ASP.net
1,Too little for the price
1,Giving up on this book
2,outstanding indeed
1,mistaken purchase
1,Gimme a break! This isn't Christianity!
2,starting of a new chapter in life
2,This product is truly fantastic.
1,Didn't Hold My Interest
1,Scary sign of the times
2,Well Done
1,A book for the completist
2,"""um.....good times, good times""- Grant and Andrew"
1,As Peggy Lee sang...
2,Powerful calculator thats easy for TI-82/TI-83 users
1,Do this set really deserve 4 1/2 stars?
1,not happy with item
2,Taking a Look Back
1,never order from amazon
2,Excelente reloj
1,Not worth it
1,Cadderly the demigod
1,Did not receive the watch!!!
2,"Flawed, but still a clear, well-argued, and readable view of anthropology"
2,Fantastic!!
2,The Wow Factor
1,Required reading?
1,$100 Toaster
1,part not as described or pictured
1,Don't buy 2 of these!
2,Fun read!
2,The absolute best!!
2,Great for cost
2,Effective and Better than the Original
1,You Get What You Pay For!!!
1,Another good idea that doesn't work
1,EASILY THE WORST BOOK I HAVE EVER READ
1,A Major disappointment
