class,review_text
2,"Let me start by saying that I have been a Harry Connick, Jr. fan ever since ""When Harry Met Sally"" and I absolutely loved ""She"" and ""Star Turtle"". They were very funky and fun, and I got to see both tours. Amazing shows, both of them. He always has the best musicians playing with him and keeps out of the spotlight long enough to let them shine! What a guy.""Come by Me"" is definitely not like his funky albums. It's a complete return to his big band sound, which I also loved. And this one is wonderful to listen to. He sounds terrific, and once again has surrounded himself with some very talented people. I must say, however, that I'm sorry to see the Funky Harry take a backseat...I loved that sound!"
2,"Ms. Edwards has strong heroines, usually with a martial bent and a sad love affair in the past. Always a touch of magic to the tales as well. All the books I know about are listed on amazon. Big disappointment that the The Bastard Princess series wasn't finished."
1,Hey this game would be ok if the matches could last more than 5 seconds!!! But the graphics are the best I have ever seen in any fighting or sports game ever!! I suggest renting this one first!
2,"This single is a must have! NO SURPRISES from the bands third album O.K.COMPUTER is a mellow sweet diddy that is one of the best songs from O.K.COMPUTER. PALO ALTO has a rough sound that traces back towards music from PABLO HONEY. Not one of there best songs but worth having. HOW I MADE MY MILLIONS is by far one of the best radiohead songs ever. A quiet piano enhanced tune that is sung beautifully by tom york. Though the lyrics are hard to understand, Its sad heart breaking tone is a must have. Any Radiohead fan shouldn't be without it."
1,"If you do not want to hear the ending STOP reading now. I love movies that have happy endings. If you also love happy endings, season 3 IS NOT for you. This movie has one death that is hard to take, and if Anna and Bates happiness is suppose to compensate for that death, all I can say is the writers are not reading their customers (viewers) correctly. As for this seasons ending, this better be one of those cliff hangers where he is JUST seriously injured and lives after all. I will not be pre-ordering season 4, thats for sure."
1,"UNFORTUNATELY, I'M UNABLE TO RATE THIS ITEM BECAUSE I HAVE NOT RECEIVED THIS ITEM YET.R/ALVIN BLUE JR"
1,"This book provided some of the most misleading, slanted view of nutrition I have read in a while. As the author demonized grains in general I found myself so very frustrated. As a Dietitian I am quite aware of the benefits of a whole grain based diet. I am quite aware that one of Americas downfalls is an overconsumption of refined grain products, but equally so, one of Americas number one problems is its underconsumption of whole grains. This book is a set up for environmental and long term health disaster. This book seems to promote the overconsumption of protein which can destroy a persons health almsot as fast as it destroys resources. In addition, treating the general public as Diabetics is a sure way to set up for failure."
1,"I lost my mother at the age of 16 on 12/24/98. This book was recommended to me by a lady saying it would help me, it didn't. In fact, it made me scared to have kids from the accounts of other womens' horror stories of trying to raise thier childeren after they had lost thier mother. Hope Edelman had lost her mother to cancer, as did seem a lot of the other women. She didnt touch down on other diseases besides cancer and also sucide. My mother died of a form of heart disease. It was mentioned only a couple of times. It was hard to read knowing that is Edelman's opion, Motherless Daughters will never heal. That they carry pain with them for the rest of thier lives. As true as it may be, it has severly put a negative outlook on my oun mouring. And for the record, childern can mourn just as long if not more than adults. And it hurts just as much. No matter how old you are........."
2,"It took the record company more than 25 years to realize the well known fact to every Roxy Musics fan: You can't mix things of the band from the early 70s with titles from the 80s and Ferry solos. The music is different, the listeners are different. ""Early years"" includes titles from the 3 albums (Roxy Music, For your pleasure and Stranded) plus the 2 singles (Virginia and Pyjama). The collection is good and reflects well the brilliant music of the band in the years 1972-74. If you want to taste something else - try this. Virginia Plain sounds as green and fresh as it was almost 30 years ago."
1,"I think most of the reviewers here have missed the point by complaining about the multitude of errors in this book! The idea, of course, is to force the reader to work out the contradictions, inconsistencies and outright incorrectness of the questions and answers and thereby encourage a true understanding of the subject. What a great book this really is, it obviously aims to train the reader to deal with the gluttony of misinformation that exits in the ""real world"". Of course, some readers may want the easy way out and not want to find the secret errors that proliferate throughout this book, but instead want a reference book that will simply, yet comprehensively, explain computer networking fundamentals. For these people, this is NOT the book to buy."
2,"It is hard to read this book in more than two or three days... and you know what that means (as other reviewers have warned): neglect of sleep, work, home family, etc. It is a very compelling story excellently written that grabbed me emotionally in an unexpectedly intense way. The book really isn't about chess, so don't worry if you aren't all that interested in chess. Chess is just part of the setting. Likewise, if you are familiar with Walla Walla,Whitman College, or Topanga Canyon you'll enjoy the settings, but they're just the backdrop. The book really is about the intense desperation that young love can bring. It's also a terrific tale that will keep you turning the pages into the night. When you're done, the feelings that this book elicited in you will remain for a long long time. This is one you should not miss reading, and sharing."
2,"THIS CASE OFFERS GOOD SCRATCH PROTECTION; IT COMPLETELY COVERS THE MP3 PLAYER EXCEPT FOR THE CONTROLS. IT DID NOT HOWEVER HAVE A LARGE ENOUGH AREA AT THE BOTTOM FOR THE USB CABLE TO PLUG IN CORRECTLY. THE HOLE NEEDED TO BE SLIGHTLY LARGER. OTHERWISE, I LIKE IT."
2,"Great little blues/rock album. Came outta nowhere and enjoyed ZERO publicity. Relegated to cut-out/throw away bin status...what a shame. This kid was an Ausie who really had IT. I understand he was extremely ill and not sure what ever became of him after this record. If you like Jonny Lange,Kenny Wayne Sheppard and the sort,you will certainly appreciate this record. Hes not exactly the shredder that those guys are but take it for what it is...this kid was like TWELVE years old when it came out. He was surrounded by a very solid group of players and the production value is excellent as well. The kid does a couple of tasty covers and the rest are well written by HIM. This is a great one to have! Throw it on and impress people with this hidden gem. Its a shame nothing more was heard from him."
2,Get the full blown version of this DVD. The video is incredible and the Dolby Digital Soundtrack is unbelievable! This is a must have DVD for 5.1 digital systems. I just wish I had seen it at the local IMAX theatre.
2,Yes these dishes are tiny and at $24.00 too expensive. But for the sale price I think they are worth it. They are adorable and the perfect size for dipping sauces and pinch bowls.And I expected them to be tiny since the description says that they are the perfect size for a mis en bouche.
2,"I absolutely love this cookbook. Every single recipe I have tried is delicious, and like the title indicates,full of flavour. The chapters are organized by flavour, so that you can easily accommidate whatever youcrave. The recipes are quite diverse, so that you won't get bored. The photographs are beautiful and a good visual aide. You can plan a dinner party from this cookbook - appetizers, main course, sides, and dessert."
1,"Well, I guess since Air have evolved their sound, creating spectacular new and original albums, Zero 7 have fallen behind and don't know what to copy next. The Simple Things album was a complete Air rip-off wannabe album, and now Zero 7 are having trouble finding what to copy. Hey Zero 7- How about coming up with your own material!"
1,"This book was taken from a public library and resold on Amazon. It still has the card slot glued in the back, the library labeling and a clear plastic cover that the library put on it to protect it! NOT COOL!"
2,"This album to phat the album has good beats because swizz beatz did most of the songs, and the lox can rap, and so can jadakiss solo if u don't like ruff ryders then don't buy this"
1,"It is a questionable practice for a producer to make all his protagonists completely unsympathetic. Characters ranged from driven by lust and gluttony to selfishly using others to gain quick wealth (greed and vanity). Even though the plot allows the possibility of a character arc and redemption, the main protagonist barely takes advantage of it. I initially preferred to give this zero stars, but on further consideration I think one star is justified: this movie proves to me that Sacha Baron Cohen cannot act, so I saved myself from seeing Borat. On the other hand, I give this three stars for Boring and five stars for Stupid, giving it an overall rating of four stars on my BS scale."
1,"Careful you don't expect the audio editions of this book to be identical to the hardback version. True, the FIVE stories included are present unabridged... but the remaining NINE stories in the hardcover edition do not appear at all in the audio versions, CD or cassette...Thanks."
1,"We have four cats and none of them would touch these treats. I was really hoping they would like them because I like that they are supposed to have a calming effect. Whenever we go out of town it is very stressful on our cats so it would have been nice if these treats would work - I have no idea if they do work, however, since the cats wouldn't eat them. I am a professional pet sitter so I brought the treats to a few of my clients' homes and none of their cats would touch them either."
1,"Because I have previous DVD's created by this yoga instructor, this DVD is useless!!! Waste of my money. All it is is recycled clips from other DVD's. Why this is not stated on the preview through Amazon is a mystery to me. I guess its all about $$$$ and they got mine!!"
1,"I was looking for a book that would help me upgrade our home security system. This looked like the one. NOT!To say it was superficial would be to give it too much credit. The section on installation was 3 pages long. It's chock full of fluff, nothing is covered in enough depth to be of any use.I was hoping to find out how the pros pulled wires into walls -- what tools they used, what tricks they used, etc. NOT!I was looking for a book that would discuss the features available in various systems and which ones were useful. NOT!Save your money. I sent my book back, but I still had to pay the shipping both ways.I was so disappointed!"
2,"As a child, one often thinks ""this kind of stuff doesn't happen in other people's families!"" Mary Karr has written a wonderful memoir that lets you know it certainly does ! It has a certain power that makes the reader know life is really not ""The Brady Bunch"" for a whole lot of us. It's written with humor, emotion, and raw honesty about how getting through a tumultuous childhood and rising above it is truly a blessing. Through all the madness and turmoil, this is a family who loves each other in spite of it all. Very enjoyable !!"
2,"If you grew up in the computer generation this book will bring joy to your heart. Techno-nostalgia litters every page of this quality paperback. Glossy screenshots and pictures of game packaging act as a magnet, pulling the memories of games gone by from the deepest parts of the reader's brain. This book brings back memories of Donkey Kong!, Lode Runner, M.U.L.E., Rocket Ranger, Space Quest, and many of the great dynasties of the game world. Wilson and DeMaria have pulled together a virtual encyclopedia of special memories. The only way that this gaming tome could have been improved would have been to provide the games with it. Even without the games, readers will exult in this quality portrayal of their hobby and those who helped propel it forward into the 21st century. HIGHLY RECOMMENDED!"
2,"This is a high quality plug for a generator. I had an industrial electrician install this he couldn't believe this was bought as a consumer item, not through a commercial supplier."
2,"My forerunner 205 works great for walking, running, driving, even on a plane!I used it on a cross country plane trip, and then loaded the the trip online to see maps of where I'd been, and what I'd seen. During the trip I could see our elevation, heading and speed.The device works as advertized, and it's very customizable."
2,"I ordered this cd after I went to the Casting Crowns Christmas Concert in November, and Natalie Grant was a special guest. I ordered it with hopes of it arriving quickly to enjoy during the holiday season. It arrived within 2 days of my ordering and is a fantastic cd - it focuses your attention on Jesus's birth and also has some oldie-but-goodies!"
2,"I am a 38 yr old male who has never been truly dedicated to the gym. I started working out regularly, they started taking No Shotgun and T-bomb II. Since I started both at the same time, I cannot guarantee, if it's one or both combined, but WOW!!!, I get great pumps, work out much longer and harder, typically close to two hours daily, 5 days a week. Would recommend this to the older crowd, younger guys shouldn't mess w/ their testosterone levels, stick w/ the shotgun and protien, ect.."
1,"This is not an interesting movie at all. I don't like for the fact that, with the subject matter and it being released shortly after ""The Haunted Mansion"" and some evil holiday film from Disney's adult divisions, this ended up being considered ""a Disney movie!""Well, at least the outtakes were hilarious! And on scene 9, you can make out the old scary 1975-1991 Universal TV logo theme. But still, for the other reasons above, I didn't like it!Moral of story: watch the ""Mighty Ducks"" trilogy instead!"
2,"With the exception of a few abrupt segues, I enjoyed this book immensely. The female characters are rich and diverse. The story line has just enough mystery and magic to hook the reader, yet remain believable. I liked the way Hoffman wove the historical events of a small town and its treatment of a woman with the current happenings to her descendents. This is a morality story, it's a love story, it's a story of mother-daughter relationships, it's a story of the rites of passage from adolescence to adulthood, it's a story of small town politics and fear, and finally it's a story about the loneliness and courage it takes to be different and trust in your probable future."
2,The essence of this album is unbelieveable! KaZual's vocals are sweet harmony and the beats just make you wanna get up and dance. I Love It and I bought It! You should try it too.
2,"It's got angst, powerful meaning, intelligent drama, rhythm, EVERYTHING!!! - and yet it's also very singable. This wonderful CD is entrancing...it has had me mesmerized since it came out in 1991!"
2,"In this case, ""good"" is emerald green, the color of ""will"" vs. ""bad"" yellow, the color of ""fear"". The intergalactic peacekeepers were the green good guys. But the good guys were getting bumped off by the fear energy, which continued to gain strength as it sucked the life-force energy out of every green man it came into contact with. As one of the head good guys is dying on earth, after his space ship crashes, he sets his emerald ring to seek out and find someone to take his place. The ring finds an earthling.It's a cute, fun movie. If you watch the end credits, you get the impression there is a route for a Green Lantern #2."
1,"The one I have now is a replacement from Amazon and I'm just guessing how efficient it is; but, I can't get it to work a 2nd time...at all."
2,"You'd Think That It's Just Another Breakout Clone, Right?Well, Thats Not Exactly True.It's Break 'Em All. There'sA Mode Where You Battle Bosses.Graphics - 8.0Sound - 7.0Gameplay - 9.5All in All - 9.0"
2,"A friend recommended this album to me a few months ago and I am so glad I bought it! Hayley Westenra is a name I'm sure we are all going to be hearing a lot more of soon - she has a gift that we are lucky to share, I can't wait to see her tour."
2,Joe Satriani comes through once again. My husband and I never get tired of listening to his music
2,"Joe and Merle were friends for years, often appearing on Town Hall Party in Compton Califonia. Joe was one of the fastest guitar pickers in the world, while Merle played his famous Travis Still finger picking. This is a must for anyone interested in guitar legends."
2,"This is the best book I have read all year. I did not want this story to end. If you only read one book this year, this should be it!"
1,"It started out good but after a few chapters, I lost interest.The outline was sound. However, it tended to be too drawn out to hold my attention.It could have used a few more realistic examples/scenarios in how to handle those types of situations that Dr. Laura is advising the reader to avoid.I would have also enjoyed a little more humor as parenting, requires it."
2,"I ordered this as a wedding gift for an out-of-town relative. When I received it, I added the bride and groom's initials at the top, and the wedding date at the bottom before I sent it on the couple. The bride was over the moon with the gift, and said she was thrilled when she and her husband opened it! It was a great quality candle, and I wouldn't hesitate to order it again if the need arises!!"
1,Awful for bike riding. Air flow blows this vest up and around your neck. I wish I had paid more for a zipper vest.
1,"After so much success with PERFECT STORM, Junger rapidly released another book.But, to my surprise, it was not made of original material1 IT's just a compilation of old magazine articles from old times!!Come on, Junger, you can do better than that to cash some more money!This intention behind this book is so commercial, that they even used terribly small letter type in the mass market papaerback edition, to reduce the number of pages and, consenquently, the cost, while selling the book all the same by thu usual US$ 7.99! Shame on you, Mr. Junger!"
1,"Like most of ALW's so called ""music"", this Requiem is complete musical pap. I am completely bewildered by the popularity of this hack. He hasn't written anything decent since his score to ""The Odessa File"", a surprisingly promising effort, but following his ""career"" has been a downhill ride ever since. I'll never forget the time I first played through much of his Phantom of the Opera. I started laughing so hysterically at its crappiness and total lack of inspiration, I rolled off the bench to the floor to the amusement of several singers. The new Phantom score by Claude Michel Schonberg is no masterpiece, but it's loads better then Webber's feeble attempt. I rank this Requiem as the worst ever attempted. If I was the composer, I'd be ashamed to put my name to it. I would have done with it what Sibelius supposedly did to his eighth symphony...toss it in a roaring fire, page by page"
1,"I wish that I had more carefully considered all these other opinions that suggest this book is not that good...because now I agree. On my best day I am barely an intermediate web designer and this book had not ONE secret to offer me. The Studio Secrets book it is for beginners only - the HTML is the same as any other beginner book, and the scripting samples you can pull off of virtually any web page."
1,"You would think that Hanes, the underware experts, would be able to design a compfortable pare of boxer shorts but you would be wrong! I hink Hanes was trying to get fancy and designed the back of these shorts with an insert so there are two seams running on the back side instead of one seam down the middle. Consequently the underware is uncomfortable to move or sit in because you are always rubbing on the seams and it bunches up in the back. DO NOT BUY."
1,"I am generally a fan of Nee's writings, but this one left me quite cold. His claim is that God does not act unless a person prays. I do not agree that this is the nature of God. I think God can and does act independent of man, but responds to man's prayers too. I think He likes us to pray so that when it does happen, we know it was Him who did it and that we thank Him, but I cannot agree that God needs man to pray else His hands are tied."
1,"The first Schwinn Fitness 212 that was sent never arrived because it was damaged in transit. The second one arrived but does not work. After calling technical assistance and being instructed to re-examine the contacts (which I did), it still does not work. This is absolutely useless. They will have to do something."
1,"I can't help but agree with the other reviewers that say that this CD is nothing more than a crass commercial ploy by Buffett to get his hands on some of that Country Music scene money and is, in a word, crap. I also admit that Liz O'Connor and Bill Jabanoski's CDs are much better than anything Jimmy has done in years and years. However, they are both much younger performers with fresh ideas and Jimmy was even better then them when he was their age. It's just another case of the changing of the guard. Yes Jimmy, it is time to stop making a fool out of yourself and head out to pasture, but thanks for all the great music and memories."
1,"Apparently I live too far out in the country to be able to use the Kindle. I had to drive 13 miles from my home to even get a weak signal. I bought the product so that I could buy books from home, at my leisure, but if I have to get in the car and drive over 13 miles just to download a book, it really isn't worth it. I returned it 2 days after I got it. I was very disappointed because I am an avid reader and thought this product would be perfect for me."
2,"Since I received the CD of Alexander Feht's ""Demon"" from Amazon.com, I listen to it several times per day. IMHO, Feht's revival of the Russian art song genre melds his own innovative creative work will those resembling Rachmaninov. The lyrics of some songs are Pushkin's poetry, and if I were Pushkin, I'd encourage Feht to set my poetry to music. Feht innovatively chose the Russian singers to sing the songs on this CD. They're great, and they weren't chosen for him. I suggest that Feht write the music for an opera based on Dostoyevsky's ""Crime and Punishment."" Carl Zimmerman, Teaneck, NJ, USA"
1,"If you really want some good pop/punk I would recommend the following: Fall Out Boy, Bayside, Matchbook Romance, Hey Mercedes, and/or Sugarcult... Save your money and listen to Top 40 radio if you want to hear GC..."
1,"this movie is so horrible to watch; its a torture. At first you are like ok this movie is just starting it will get better. Ok they cannot stay in this scene any longer. Like the other revier said, ""I do not know if I should keep watching it to see if it becomes better."" Trust me it did not get better. Its so boring and so lame. The ending is the worst part. It ends where it begins with another family. Typical ending."
1,"Received this coffee maker as a gift in Dec '08. Carafe does not keep coffee hot for any length of time. Can feel warm spots on thermal carafe indicating poor qc on insulation. Manfacturer admits faulty product and will send a new carafe, but I have to pay the $10.00 shipping fee. I objected to the $10.00 but this ""customer unfriendly"" company ignored my objection.I will NEVER purchase ANYTHING from this company because they failed to fully backed their product. I recommend buying American or from any another company that believes in customer service!"
1,You will get good sound from these headphones. But the the wires (from both sides) will break from just normal daily use after about 8 months. Now I am stuck with unrepairable junk. I guess $25 gets you 10 months of headphone use nowadays. Would steer clear of these from now on.
2,"I'm not emo. I listen to a lot of bands in the grey area that borders on emo (Elliot Smith, Death Cab for Cutie)but i'm not running out to buy Chirs Cararabbas back catolouge any time soon.That said, I love this album. I love the way it makes me feel. It's really warm and inviting and calms me down like no other album. The lyrics are undeniably emo and I don't mind. When they do get under your skin a little bit its easy to just tune them out and listen to the hooks and interplaying guitar lines. Speaking of the hooks, theyre all amazing and unlike anything else called emo. Usailly when i think of emo its either distorted chord shredding or remidial accoustic guitar. Thank god for this, the one peice of listenable emo I know of. Actually I like bright eyes too but thats a different story."
1,"The original ""Pumpkinhead"" was a brilliant movie. This sequel is an insult to the original. The backwoods setting is moved to what looks like the suburbs and the kids all know where the withc lives!! Even in the original Ed Harley had to get help finding her. The plot is juvenile and the effects are nowhere near as creepy as the original. Don't even bother with this one, just watch the original again."
1,"The cd has a great collection of music an elder gent friend loves , but it arrived cracked and I had to take a chance and give it to him anyway, as there was not time to exchange before the holidays. Thankfully it works fine and we replaced the clear plastic case, but that is not a good way to do business."
2,"This film is not just a typical children's cartoon, or even the usual Winnie the Pooh story. After years of fearing the dreaded Heffalumps who live on the other side of the fence in the Hundred Acre Wood, Roo finally encounters one in the form of Lumpy, an adorable young Heffalump. While the two become friends, they both discover that each of them has been fed a lifetime of prejudice about the other, and lived in fear of the unknown.The film gives a great lesson about the dangers of prejudice, and the innocence of children to break through the irrational fears of adults. (Or, in this case, Pooh and the rest of his friends). This is one film marketed for children that parents will not mind watching over and over with their children. It is very well made, has a great story and wonderful original music by Carly Simon. It is rare these days to see a full-length cartoon with a lesson, and not just slapstick."
1,"This is just awful; at times the singer wasn't even in tune. I don't know how this CD managed to be distributable because frankly, it's a joke. Or at least, I hope it is..."
2,"If you play xbox or want to use it as a media center, this is a must. But never, ever pay full price and don't subscribe. You can always find a deal on these, and take advantage of it when you do."
1,"Ok, I love metallica all their past stuff is awsome, i went out and bought this cd the day it came out and..it sucks! it sounds like Korn, the mixing is horrible, and unlike what everyone was saying, it does NOT go back to thier roots.I was very dissapointed with this album, if you're a metallica fan don't waste your time, or money buying this album"
2,I really enjoyed reading this little book. I found it so cute and like the humorous nuggets of information. Sissy LeBlanc is a true Southern Belle.
2,"Out of the many step tapes that I have done this one really works you hard. It is well-organized, easy to follow and uses weights while stepping to get the fastest, most complete workout."
2,"A movie about tradition, dignity, and beauty. Sometimes we need to be reminded of what is truly important in the world; this movie does just that! Just watch it!!!"
1,"I gave up after the first chapter. There is no meaningful recap as to what has happened to the hero so far. It reminded me of those dreary pseudo-English epics Hollywood churned out in the 1930s, with caricatures of English officers. Despite my interest in the history of the British in India, especially the Mutiny era, I felt I would have no interest in what happened to the hero's horse, let alone the hero and his poorly-drawn lady love. Even the Duke of Wellington is a cardboard cutout. The dialogue is dreadful. This author seems to be some formulaic imitator of some contemporary English naval-ficton author, and I don't mean Hornblower's creator. This may motivate me to write my own stories.Give me George MacDonald Fraser any day, with loads of research and lots of real dialogue.Why did I waste the money buying this in hardback?"
2,daughter adores watching spongebobended up buying many of the beanie baby friends from sponge bob crewshe adores them all
1,"Unfortunately it lacks authority. There are no citations and all we get are phrases such as ""scientists are becoming concerned"", people believe"" and so on. What people think or believe is not important, what matters is empirical research and this author refers to none. It consists entirely of largely unattributed opinion. Every word of it may be true, but it could equally be a collection of imaginative musings. This book was given to me as essential information, but my scientific opinion is that it is superficially interesting but of little use."
2,I find the Video IPOD to be an elegant and effective tool for every purpose I have for such a machine.
1,"I'm not rating the furniture or Simplicity, I'm rating Baby Universe for shipping the wrong furniture. I didn't notice that they sent a combo of the Walnut and Cherry changing tables from the Ellis line. So, when my friends and I attempted to put it together, the screw holes on the cabinet pieces didn't line up. I thought that maybe it was me, so I called my cousin, the handy-man, to see if he could fix it. As we looked closer, we noticed that some pieces were lighter than others. Simplicity instructs you to call them if something's wrong and I did. They're sending an entirely new unit to me and will pay for shipping to return the faulty/unmatched unit. I'm due in 2 weeks so I'm purchasing a playpen/changing table/bassinet in case I deliver before Simplicity does."
1,"A good cast starring Milla Jovovich and the venerable Will Patton.Half way through you're OK. But then it gets weaker and weaker until you find no end to ""The End"". At least not in the traditional Horror, Sci-fi genre. It's as if the director ran out of money and used a lenghty on-screen script to finalize his endeavor. The audience is left hanging with quite a bit of unresolved situations previously introduced. No resolve!The cinematography is awfully pale considering the location.The sets are droll.If you're going to do a ""true story"" piece you had better be right on or at least introduce a bit more melodrama to even the score."
1,Simply put - I purchased this Astronomy book through Amazon because the price was the same as elsewhere but I would save on shipping. I expected a NEW book but received a Used Book in good condition.The Book itself so far seems well laid out and interesting but the course I am taking has just reached the 1/3 mark toward completion.
2,"well....i love this cd..but the only thing i was gonna mention is that the new girl known as ""fergie"" (stacie ferguson sp?) yeah. well she was in wild orchid!! strange egh? yeeah...hmm.. image changed ... alot ... for someone born in 1975. i mean, yeah nice voice & all...but i would of thought black eyed peas would of added a more hip hop/r&b/rap groupie. yea no?! someone thats been in the underground rap scene for long while. yet they got stacie from wild orchid...okay...jes thought yal should know that..but dont get me wrong..im not sayin its a bad thing.."
2,This is my favorite book in the universe... we bought copies for all our grandchildren!
2,"John Grisham, while one of my favorite writers, writes a book that starts out very well, has a good structure and storyline, but sometimes moves slowly. You'll notice I gave it Four Stars. My correct rating would be ***, just for the record, good, but not Grisham's best (that's gotta be THE CLIENT or THE RAINMAKER)."
2,very happy with purchase will be buying more dvd's in the near future and look forward to shopping for more selections
2,"I dont know everyone's experience, but they only way this could go wrong is if the wires inside the HDMI connection broke...I think that would be hard to do. I think these cables are great. They are cheap and function as they should. I bought a bunch and i am happy about that."
1,"I agree with Frey that his memory is subjective and that certain dates, times, names are altered, whatever. But to lie and say that you spent three months in jail after getting out and driving straight to your girlfriend's house to find she'd committed suicide is a complete joke. Can we believe any of this book, seriously? Yes, he was in rehab. No doubt. But I'm even questioning the dental work he got at this point. And it's despicable to insert himself into a starring role in the train wreck tragedy of those girls. One caveat: He's a great writer with a GREAT imagination. I feel conned by this book"
1,"I bought 2 of these from Northern Tool. I wanted to move a 4 wheel trailer and some equipment around the shop yard. The rims are aluminum and break at the hubs.Trying to make turns, the axles and tires just gave out. Maybe for an small, lightweight 2 wheel trailer they'll work ok. But heavy duty? Not even close."
1,"The purchase was a disappointment. At the time of order, your page did not indicate that the book has two volumes. Had it indicated in some way, I would have ordered for Volume II because the information I seek is in the later part of the title. You should have included Volume Number in your website.Oo"
1,"I was very disappointed in the packing of this item. Two of the four dishes were shattered into many pieces. There seemed to be no cushioning in the box; it was just a box of dishes inside a cardboard shipping container. Amazon has done well for me before, but I will not order anything this fragile from them again."
1,This was a disappointment. They should say in the product information that it is only good for TVs made after 1997. The set I have is older and I was hopeful this product would solve my problem.
1,I tried reading this book but could not find anything entertaining about it. It's horrible. Do not purchase!!
1,"As long as you don't mind spending [price] to replace the unit every 6 months or so, the Littermaid self-cleaning litter box is wonderful. I have 5 indoor cats. For about 6 months the product is a God-send. Especially if you use the premium scoopable litter. Nice smell and clumps in a way that the box ""likes"". The obvious down-side is that LitterMaid hasn't quite figured out how to create a product that works well for any length of time. Some day, somebody will invent a similar product that really works. Don't ever try to deal with LitterMaid's customer service."
2,"It was so easy to ""dial"" these up on Amazon. Several seconds later we were watching these classic Simpson's Halloween episodes. We had been telling our daughters about them. Like Amazon (we have Prime), they always deliver. Our daughters enjoy them, too, since they, like us, have a warped sense of humor."
2,"In a world obsessed with celebrities' every move, Billy Crystal delivers a smart, sassy satire with heart. He brings a hilarious portrayal of celebrity breakups to the screen by telling the triangle of Gwen Harrison, Eddie Thomas and Kiki Harrison.Catherine Zeta-Jones shines as Gwen, the overdemanding much- lauded starlet, and John Cusack is brilliant as Eddie Thomas, her estranged husband and former co-star. Julia Roberts taking a role somewhat in the shadows, is perfect as Gwen's sister, Kiki, whose life is devoted to satisfying every want and whim of Gwen. Having seen Julia as Anna Scott ( Notting Hill ), it was refreshing to see her tackle a different type of character, one who lives in the shadows of the famous, but shines in her own right.The film is smart and funny while delivering a sweet storyline about the choices we make over who we love, when guided by others and the DVD is enjoyable with deleted scenes. Add it to your movie collection today!"
2,The whole family really enjoyed movie. Great for a movie day. Cant wait for next movie to come out. Great!
2,"I highly recommend this book for parents who are exhausted from trying to get their kids to sleep! I have used Dr. Fleiss's method with my 5-month old son, and he goes to sleep SO much easier than my first two children ever did. The book also helped me to reverse the bad sleep habits that my 2 & 3/4 year old had gotten into. I now can put three children to bed early and enjoy a relaxing evening, knowing that they are getting the rest they need. If you're afraid of letting your child cry (as I did), please read this book. It explains exactly what the consequences of the crying-it-out method are, backing it all up with the latest scientific studies. This book is so helpful. It has changed my entire thinking about sleep, and my children's needs regarding sleep. We're all much happier and well-rested thanks to Dr. Fleiss!"
2,If you are a Secret fan be prepared not to see Esther Hicks in this version. This version takes you on a near similar journey of discovering the Law of Attraction. If you enjoyed the first movie you may find yourself a little disappointed on how they edited this version. If its your first time I feel they are even more intent in bringing the concept to a clearer understanding. This version reminds me when Lucas re-released Star Wars episode 3 with the new footage added on. It was OK but the original had more soul to it. Consequently Esther Hicks added quite a bit of her inspiring wisdom to the first version that's completely removed in the extended edition.Aside from that The Secret regardless of version still remains in my top ten collection of inspiring and thought provoking movies.
1,This album is garbage.... Just a pile of junk. Why did they put out this? It sounds like a bunch of trash. Metallica is way past its prime... and its going to be tough for them to get back in a groove.
2,"This movie actually was more scary to me than The Ring, which I didn't really find scary. One of the most frightening things was having it set in a rural atmosphere near a cornfield. I only had a slight phobia about cornfields and Field of Dreams made me feel better. Nice things are in cornfields...dead but nice baseball players. Not so with Signs! I also pet sit, mostly in the country. Between the animals that go nuts and having things run across the rooftop, this movie hightened a lot of my fears. I thought the child actors were phenomenal. What is it about those McCulkin kids? I definitely recommend this movie."
1,"ad says coded for u.s. but will not play on u.s. players, what a shame , what a waste of money !!!"
1,"Although getting a book published is an admirable feat for the average Joe, I must say that such is the only thing admirable about this author's endeavor.Without really any scientific or mathematical backing, the author talks circles around some of the most groundbreaking work in the area of physics in modern times. Rather than dispute such work with logic, however, this author uses doublespeak and ""common-sense"" analogies to dissuade the reader from believing what the greatest minds on the planet have asserted using mathematics, physics, logic, and the scientific process... to dissuade the reader, often, from believing much-proven fact.Whatever the motivation, this author's irresponsible work makes for an interesting read if one wishes to see what not to do when making an argument.If one is looking for an intelligent, persuasive, or piqueing new look at theories often taken for granted, one shuold definately look elsewhere."
1,"I'm very optimistic about an artist's work and I'm not quick to judge anybodys work as disappointing unless it's just that. Being that Mr.Ware produced and co-wrote one of the greatest albums of all time(I Want You). I was definitely eager to hear him do his own work. Although the writing is pretty good on the album, the songs just dont seem to jump out at you. There is not much to it that would makes you want to hear it again and again, and I'm a huge fan of of 70's soul. Maybe that is what Motown thought also, maybe they thought fans would rather spend their last on a sandwich. Which is maybe the reason Mr.ware didn't get the support for this album that he believed he deserved. I still honor him for his genius as a writer particularly with the work he's done with Marvin and Minnie Riperton."
1,Amazon recommended this cable for Onkyo CS-445 CD Receiver System and PSW10 Polk subwoofer....wrong cable!! needs to be a single on receiver side and a right and left input on the subwoofer side....This cable is single on both ends....
